代码,名称,时间,每股收益,每股净资产,净资产收益率,资产负债率,流动比率,总资产周转率,yield
600016.SH,民生银行,2020/12/31,0.71,10.5,6.55,92.2,0,0.0271,-2.88461537
600017.SH,日照港,2020/12/31,0.21,4.05,5.27,44.8,0.483,0.237,0.34722223
600018.SH,上港集团,2020/12/31,0.359,3.78,9.8,38.4,1.95,0.175,4.59518598
600019.SH,宝钢股份,2020/12/31,0.57,8.28,7,43.9,1.13,0.818,35.79831932
600020.SH,中原高速,2020/12/31,0.0619,4.51,2.02,74.8,0.459,0.105,-0.58997049
600021.SH,上海电力,2020/12/31,0.29,6.27,4.6,73.1,0.416,0.202,9.83146067
600022.SH,山东钢铁,2020/12/31,0.067,1.93,3.45,55,0.595,1.27,7.69230769
600023.SH,浙能电力,2020/12/31,0.45,4.99,9.22,33.4,1.79,0.458,9.3663912
600025.SH,华能水电,2020/12/31,0.27,2.7,8.29,61.4,0.28,0.116,29.82062782
600026.SH,中远海能,2020/12/31,0.518,7.27,7.56,46,0.796,0.249,-0.59880239
600027.SH,华电国际,2020/12/31,0.33,4.81,6.26,60.4,0.42,0.391,8.82352941
600028.SH,中国石化,2020/12/31,0.272,6.13,4.44,49,0.872,1.21,7.44416873
600029.SH,南方航空,2020/12/31,-0.77,4.52,-16.3,74,0.407,0.293,15.26845638
600030.SH,中信证券,2020/12/31,1.16,14.1,8.68,82.3,0,0.059,-18.7414966
600031.SH,三一重工,2020/12/31,1.84,6.67,30.6,53.9,1.47,0.923,-2.37278447
600033.SH,福建高速,2020/12/31,0.165,3.6,4.67,24.4,0.779,0.139,3.42205322
600035.SH,楚天高速,2020/12/31,0.19,3.95,5.03,54.1,0.408,0.17,0.34364262
600036.SH,招商银行,2020/12/31,3.79,25.4,14.6,91.3,0,0.0368,16.26848691
600037.SH,歌华有线,2020/12/31,0.118,9.11,1.26,19.3,4.46,0.161,-3.58695652
600038.SH,中直股份,2020/12/31,1.29,15,8.89,65.1,1.43,0.747,-19.37490033
600039.SH,四川路桥,2020/12/31,0.78,4.73,15.8,78.1,1.09,0.579,34.58980044
600048.SH,保利地产,2020/12/31,2.42,13.4,17.2,78.7,1.51,0.213,-10.0505689
600050.SH,中国联通,2020/12/31,0.178,4.76,3.79,43.1,0.489,0.53,-4.26008967
600051.SH,宁波联合,2020/12/31,1.11,9.49,12.3,53.8,1.46,0.655,-6.84624018
600052.SH,浙江广厦,2020/12/31,-0.05,4,-1.34,12.5,6.82,0.0467,-8.44594595
600053.SH,九鼎投资,2020/12/31,0.2,6.2,3.27,18.8,3.47,0.0927,-19.13043478
600054.SH,黄山旅游,2020/12/31,-0.06,5.84,-1.08,8.75,5.8,0.15,19.59910913
600055.SH,万东医疗,2020/12/31,0.41,4.22,10.1,16.8,4.16,0.417,29.743083
600056.SH,中国医药,2020/12/31,1.23,9.36,13.8,63.2,1.46,1.25,-3.55896721
600057.SH,厦门象屿,2020/12/31,0.538,5.08,9.1,69.7,1.37,4.71,6.81063123
600058.SH,五矿发展,2020/12/31,0.111,3.96,4.02,68.5,1.31,3.17,8.45839018
600059.SH,古越龙山,2020/12/31,0.19,5.26,3.56,15.8,4.37,0.258,-32.8042328
600060.SH,海信视像,2020/12/31,0.91,11.9,7.93,44.4,2.05,1.29,-0.43554004
600061.SH,国投资本,2020/12/31,0.97,10,9.8,77,1.39,0.0712,-11.64135937
600062.SH,华润双鹤,2020/12/31,0.964,8.91,11.2,24.5,2.55,0.718,-2.25187661
600063.SH,皖维高新,2020/12/31,0.32,2.95,11.3,46.9,1.06,0.705,19.39890711
600064.SH,南京高科,2020/12/31,1.63,10.7,16.1,56.7,1.1,0.0948,-1.94741967
600066.SH,宇通客车,2020/12/31,0.21,6.93,3.14,53.6,1.53,0.621,-15.18912532
600067.SH,冠城大通,2020/12/31,0.22,5.39,3.95,62,1.79,0.357,-8.49315068
600068.SH,葛洲坝,2020/12/31,0.726,7.32,7.46,69.4,1.1,0.456,15.19756839
600070.SH,浙江富润,2020/12/31,-0.86,4.54,-16.6,35.8,2.4,0.719,-25.88235294
600071.SH,凤凰光学,2020/12/31,0.05,1.81,2.85,64.9,0.994,0.797,16.56441718
600072.SH,中船科技,2020/12/31,0.195,5.33,3.68,53,1.96,0.205,-16.11721609
600073.SH,上海梅林,2020/12/31,0.43,4.62,9.69,51.2,1.44,1.67,-17.49271134
600075.SH,新疆天业,2020/12/31,0.66,4.82,14.9,48.9,0.756,0.787,39.64601769
600076.SH,康欣新材,2020/12/31,-0.16,3.82,-4,44,1.66,0.149,7.71349862
600077.SH,宋都股份,2020/12/31,0.27,3.52,7.53,86.7,1.24,0.177,-16.55844156
600078.SH,*ST澄星,2020/12/31,-3.34,-0.719,-349,101,0.327,0.465,-11.13924051
600079.SH,人福医药,2020/12/31,0.83,6.97,11,59.1,1.31,0.611,-9.14994096
600080.SH,金花股份,2020/12/31,0.11,4.61,2.2,12.1,4,0.339,7.15563506
600081.SH,东风科技,2020/12/31,0.314,4.55,6.99,70.5,1.07,1.01,-36.34311513
600082.SH,海泰发展,2020/12/31,0.0511,2.7,1.91,44.6,2.66,0.151,-3.63036305
600083.SH,*ST博信,2020/12/31,0.0472,0.0441,231,97.9,0.936,0.812,10.36906854
600084.SH,*ST中葡,2020/12/31,-0.0502,1.91,-2.59,6.44,12.4,0.0414,14.53744493
600085.SH,同仁堂,2020/12/31,0.752,7.17,10.8,28.8,2.95,0.6,25.31380753
600088.SH,中视传媒,2020/12/31,-0.269,2.76,-9.17,27.7,2.14,0.486,-6.38655462
600089.SH,特变电工,2020/12/31,0.591,8.8,6.86,57.4,1.31,0.417,10.2463054
600090.SH,*ST济堂,2020/12/31,-1.57,2.71,-44.9,41,1.57,0.113,33.57664234
600091.SH,*ST明科,2020/12/31,-0.04,2.04,-1.95,23,16.4,0.0156,-3.88888889
600093.SH,*ST易见,2020/12/31,-10.3,-3.17,-523,136,0.725,0.768,3.8701623
600094.SH,大名城,2020/12/31,0.181,5.3,3.44,62.7,1.91,0.372,-5.72139304
600095.SH,湘财股份,2020/12/31,0.136,3.95,6.22,66.4,1.38,0.161,-41.7808219
600096.SH,云天化,2020/12/31,0.19,3.5,5.03,83.9,0.6,0.922,20.92257002
600097.SH,开创国际,2020/12/31,0.59,7.8,7.72,32,2.24,0.731,-8.0234834
600098.SH,广州发展,2020/12/31,0.339,6.59,5.15,51.5,1.14,0.739,2.14723927
600099.SH,林海股份,2020/12/31,0.0352,2.21,1.6,17.5,4.09,0.999,0.16260163
600100.SH,同方股份,2020/12/31,0.0346,5.43,0.633,67,1.19,0.417,-8.70967741
600101.SH,明星电力,2020/12/31,0.166,5.75,2.93,28.5,1.28,0.498,0
600103.SH,青山纸业,2020/12/31,0.0332,1.57,2.12,28.8,2.56,0.453,15.87301587
600104.SH,上汽集团,2020/12/31,1.75,22.3,8.02,66.3,1.11,0.839,-19.51718492
600105.SH,永鼎股份,2020/12/31,-0.43,1.93,-21.2,58.6,1.09,0.483,-17.37967914
600106.SH,重庆路桥,2020/12/31,0.17,2.88,6,40.1,2.43,0.0314,2.23880597
600107.SH,美尔雅,2020/12/31,0.36,2.04,19.6,42,1.27,0.284,-13.44262295
600108.SH,亚盛集团,2020/12/31,-0.438,2.06,-19.2,51.9,1.53,0.366,-26.48648649
600109.SH,国金证券,2020/12/31,0.616,7.43,8.63,66.7,0,0.103,-16.96373693
600110.SH,诺德股份,2020/12/31,0.0046,2.44,0.198,57.4,1.35,0.286,-20.54054054
600111.SH,北方稀土,2020/12/31,0.23,2.87,8.3,46,4.54,0.871,46.06569904
600112.SH,*ST天成,2020/12/31,-0.384,-0.124,-129,105,0.3,0.0949,23.52941176
600113.SH,浙江东日,2020/12/31,0.07,3.56,2.03,21.9,1.75,0.262,-7.77439025
600114.SH,东睦股份,2020/12/31,0.14,4.27,3.31,48.9,1.04,0.652,-5.38461539
600115.SH,中国东航,2020/12/31,-0.72,3.3,-19.6,79.8,0.225,0.207,16.66666667
600116.SH,三峡水利,2020/12/31,0.41,5.34,9.35,46.2,0.557,0.427,9.02612827
600117.SH,西宁特钢,2020/12/31,0.06,1.39,4.2,75.8,0.508,0.486,-6.86015831
600118.SH,中国卫星,2020/12/31,0.3,4.99,6.08,33.2,2.37,0.604,-6.80546923
600119.SH,长江投资,2020/12/31,-0.32,0.951,-35.3,48,1.28,0.428,-17.01570681
600120.SH,浙江东方,2020/12/31,0.405,6.12,7.24,46,1.36,0.653,-6.7001675
600121.SH,郑州煤电,2020/12/31,-0.775,1.49,-41.4,82.2,0.548,0.2,-42.16738197
600122.SH,ST宏图,2020/12/31,-1.91,0.352,-146,92.2,1.03,0.199,7.47663551
600123.SH,兰花科创,2020/12/31,0.328,9.38,3.53,58.5,0.434,0.255,-4.7120419
600125.SH,铁龙物流,2020/12/31,0.307,4.77,6.57,34.3,2.74,1.56,-5.48172758
600126.SH,杭钢股份,2020/12/31,0.34,5.83,5.86,27.3,2.1,1.21,5.29300567
600127.SH,金健米业,2020/12/31,0.03,1.15,2.89,67,1.07,2.62,-17.42222222
600128.SH,弘业股份,2020/12/31,0.13,7.72,1.78,47.8,1.25,1.04,4.65116279
600129.SH,太极集团,2020/12/31,0.12,5.81,2.06,78.2,0.894,0.782,3.975994
600130.SH,波导股份,2020/12/31,0.04,1.22,3.73,23.8,3.35,0.625,-2.66666667
600131.SH,国网信通,2020/12/31,0.52,3.88,16.5,57.9,1.45,0.704,8.15179193
600132.SH,重庆啤酒,2020/12/31,2.23,1.21,107,83.7,0.529,1.67,-6.47113203
600133.SH,东湖高新,2020/12/31,0.871,6.77,13.4,74,1.6,0.394,10.97122303
600135.SH,乐凯胶片,2020/12/31,0.0679,4.64,1.56,18.5,4.33,0.668,-18.25726141
600136.SH,当代文体,2020/12/31,-3.29,3.61,-60.1,74.3,0.556,0.0722,-10.0877193
600137.SH,浪莎股份,2020/12/31,0.183,5.27,3.49,26.4,3.02,0.499,6.20437959
600138.SH,中青旅,2020/12/31,-0.321,8.74,-3.59,49.7,0.983,0.427,24.75633528
600139.SH,ST西源,2020/12/31,-0.303,0.23,-79.2,77.2,0.705,0.0458,-16.52421652
600141.SH,兴发集团,2020/12/31,0.61,8.45,7.09,63.4,0.504,0.635,24.20670895
600143.SH,金发科技,2020/12/31,1.78,5.77,36.1,53.7,1.53,1.14,26.66277713
600145.SH,*ST新亿,2020/12/31,-0.0867,0.329,-23.3,48.9,3.25,0.00319,21.42857143
600146.SH,*ST环球,2020/12/31,-0.87,0.963,-61.7,51.3,2.05,0.0789,42.7184466
600148.SH,长春一东,2020/12/31,0.4,3.4,12.4,54.7,1.73,0.938,-10.18582242
600149.SH,廊坊发展,2020/12/31,0.0284,0.443,5.73,61.9,0.914,0.285,4.21052632
600150.SH,中国船舶,2020/12/31,0.07,10.2,0.999,65.4,1.22,0.561,-13.34087057
600151.SH,航天机电,2020/12/31,0.12,3.81,3.19,44.1,1.09,0.564,-12.25433526
600152.SH,维科技术,2020/12/31,0.121,3.38,3.53,55,1.15,0.592,-16.2568306
600153.SH,建发股份,2020/12/31,1.59,12.7,13,77.8,1.64,1.27,2.55785627
600155.SH,华创阳安,2020/12/31,0.38,8.72,4.37,68.6,1.72,0.0673,-23.57846854
600156.SH,华升股份,2020/12/31,0.0826,1.79,4.72,44.4,2.31,0.766,-7.50605327
600157.SH,永泰能源,2020/12/31,0.202,1.87,13.7,56.4,0.355,0.21,6.71641791
600158.SH,中体产业,2020/12/31,0.0619,2.6,2.53,34.9,2.67,0.428,-7.74877651
600159.SH,大龙地产,2020/12/31,0.13,2.91,4.41,43.8,2.1,0.223,-6.69291336
600160.SH,巨化股份,2020/12/31,0.04,4.63,0.752,18,2.29,1.03,13.68680642
600161.SH,天坛生物,2020/12/31,0.51,3.6,15.1,20,4.96,0.497,-21.67865707
600162.SH,香江控股,2020/12/31,0.0831,1.57,5.29,77.9,1.22,0.204,-4.14507773
600163.SH,中闽能源,2020/12/31,0.288,2.1,17.3,63.8,1.04,0.168,21.49758454
600165.SH,新日恒力,2020/12/31,0.031,1.4,2.25,61.8,0.63,0.0427,-18.41746248
600166.SH,福田汽车,2020/12/31,0.02,2.35,1.01,70.7,0.696,1.09,27.93650794
600167.SH,联美控股,2020/12/31,0.737,3.84,20.6,34.6,2.44,0.277,-7.57709247
600168.SH,武汉控股,2020/12/31,0.36,7.57,4.84,65.6,0.814,0.103,16.27906976
600169.SH,太原重工,2020/12/31,0.0132,1.36,0.855,85.6,0.993,0.249,12.03703704
600170.SH,上海建工,2020/12/31,0.34,3.14,9.61,86.3,1.16,0.8,0.66445184
600171.SH,上海贝岭,2020/12/31,0.75,4.68,16.7,14.2,5.14,0.366,7.20399432
600172.SH,黄河旋风,2020/12/31,-0.704,2.23,-26.4,67.7,0.61,0.235,-6.40243902
600173.SH,卧龙地产,2020/12/31,0.69,4.5,16.4,59.8,1.47,0.293,-2.80561121
600176.SH,中国巨石,2020/12/31,0.69,4.98,14.6,50.1,0.962,0.332,-3.80761524
600177.SH,雅戈尔,2020/12/31,1.56,6.17,25.7,64.1,0.982,0.143,12.93463143
600178.SH,东安动力,2020/12/31,0.085,4.16,2.06,62.1,1.04,0.749,-11.31578947
600179.SH,安通控股,2020/12/31,0.816,1.38,51.3,31.1,1.68,0.582,9.22693267
600180.SH,瑞茂通,2020/12/31,0.154,6.02,2.55,78.4,0.869,1.44,4.7984645
600182.SH,SST佳通,2020/12/31,0.175,2.96,6.02,42.5,2.91,0.936,-5.1667757
600183.SH,生益科技,2020/12/31,0.74,4.32,18,42,1.43,0.867,-19.31818183
600184.SH,光电股份,2020/12/31,0.1,4.72,2.18,53,1.4,0.558,-10.27457926
600185.SH,格力地产,2020/12/31,0.3,4.09,6.87,77.5,1.98,0.182,-11.91950464
600186.SH,莲花健康,2020/12/31,0.05,0.279,21.3,90,0.632,0.905,-3.90070922
600187.SH,国中水务,2020/12/31,0.0189,2.07,0.892,26.6,2.5,0.08,5.2
600188.SH,兖州煤业,2020/12/31,1.46,10.1,12.1,69.2,0.569,0.921,31.38033762
600189.SH,泉阳泉,2020/12/31,0.12,2.08,5.74,66.5,0.951,0.275,-17.83526208
600190.SH,锦州港,2020/12/31,0.09,3.24,2.92,64,0.746,0.382,-3.30033003
600191.SH,*ST华资,2020/12/31,-0.26,3.48,-7.01,5.59,9.72,0.0203,-47.43589744
600192.SH,长城电工,2020/12/31,-0.442,4.1,-10.4,60.5,1.26,0.444,-22.26487524
600193.SH,创兴资源,2020/12/31,0.14,0.686,22.1,74.9,1.1,0.915,41.31355932
600195.SH,中牧股份,2020/12/31,0.415,4.41,9.77,20.6,2.3,0.803,-5.54254483
600196.SH,复星医药,2020/12/31,1.43,14.4,10.6,45.1,1.01,0.379,-26.30116688
600197.SH,伊力特,2020/12/31,0.786,7.32,10.8,19.8,3.81,0.405,-29.72399151
600198.SH,*ST大唐,2020/12/31,-1.55,-1.49,0,117,0.435,0.271,-36.83187561
600199.SH,金种子酒,2020/12/31,0.11,4.4,2.43,24.8,3.19,0.277,-32.09685729
600200.SH,江苏吴中,2020/12/31,-0.71,2.59,-24.1,50,1.68,0.491,1.85873606
600201.SH,生物股份,2020/12/31,0.36,4.42,8.44,16.2,4.69,0.267,-8.52082336
600202.SH,哈空调,2020/12/31,0.132,1.84,7.33,69.1,1.2,0.427,-6.88836105
600203.SH,福日电子,2020/12/31,0.02,4.62,0.472,65.7,1.14,1.66,-19.51710262
600206.SH,有研新材,2020/12/31,0.2,3.84,5.4,17.8,5.43,3.22,-15.19461083
600207.SH,安彩高科,2020/12/31,0.129,1.98,6.73,29.4,1.98,0.999,-12.70553064
600208.SH,新湖中宝,2020/12/31,0.38,4.4,8.76,71.6,1.34,0.0986,-1.29032258
600209.SH,*ST罗顿,2020/12/31,-0.18,0.914,-16.9,14.9,1.5,0.0956,-12.80353201
600210.SH,紫江企业,2020/12/31,0.373,3.5,11,49.2,1.48,0.771,9.88505747
600211.SH,西藏药业,2020/12/31,1.69,10.4,16.7,12.1,4.06,0.481,-27.98751486
600212.SH,江泉实业,2020/12/31,0.0382,0.493,8.06,15.4,3.21,0.974,23.82445141
600213.SH,亚星客车,2020/12/31,-0.72,0.0769,-166,97.5,1.21,0.412,-31.60220994
600215.SH,长春经开,2020/12/31,0.183,5.34,3.3,12.1,7.86,0.0596,5.55555556
600216.SH,浙江医药,2020/12/31,0.75,7.95,9.24,23.5,2.66,0.702,3.0882353
600217.SH,中再资环,2020/12/31,0.296,1.59,20.5,64,1.79,0.56,-3.83275261
600218.SH,全柴动力,2020/12/31,0.47,5.92,8.18,50.5,1.58,1.02,-1.42387733
600219.SH,南山铝业,2020/12/31,0.17,3.38,5.14,20.9,2.17,0.403,9.17721521
600220.SH,江苏阳光,2020/12/31,0.0089,1.15,0.754,53.2,0.927,0.397,-18.24561406
600221.SH,*ST海航,2020/12/31,-3.83,-1.69,-538,114,0.371,0.163,8.55263158
600222.SH,太龙药业,2020/12/31,0.0535,2.53,2.12,54.8,1.25,0.462,12.77445111
600223.SH,鲁商发展,2020/12/31,0.64,3.15,18.7,89.4,1.17,0.232,39.43661974
600225.SH,*ST松江,2020/12/31,-4.19,-3.85,0,135,0.451,0.0963,33.08823529
600226.SH,ST瀚叶,2020/12/31,-0.3,0.841,-30.5,13.8,2.53,0.154,47.70114943
600227.SH,圣济堂,2020/12/31,0.0328,1.9,1.74,30.6,1.22,0.412,-2.5
600228.SH,返利科技,2020/12/31,-0.12,0.11,-68,59.9,1.19,1.46,4.35176791
600229.SH,城市传媒,2020/12/31,0.348,4.11,8.62,31.5,1.94,0.52,-8.30860533
600230.SH,沧州大化,2020/12/31,0.0897,8.68,1.04,38.6,1.6,0.292,19.03190317
600231.SH,凌钢股份,2020/12/31,0.2,2.99,6.96,48.3,0.978,1.27,0
600232.SH,金鹰股份,2020/12/31,0.09,2.93,2.93,38.7,1.98,0.55,-7.01438849
600233.SH,圆通速递,2020/12/31,0.572,5.42,11.8,33.7,1,1.44,-2.86956523
600234.SH,山水文化,2020/12/31,0.28,0.641,55.4,85.7,0.728,1.34,11.08742004
600235.SH,民丰特纸,2020/12/31,0.14,3.83,3.68,38.4,1.23,0.622,18.83767535
600236.SH,桂冠电力,2020/12/31,0.28,1.94,14.1,56.8,0.578,0.202,25.11210761
600237.SH,铜峰电子,2020/12/31,0.01,1.96,0.719,31.8,1.9,0.494,20.13274336
600238.SH,海南椰岛,2020/12/31,0.05,1.24,4.48,52.3,1.19,0.684,-0.2293578
600239.SH,*ST云城,2020/12/31,-1.63,-0.235,-221,97.7,0.772,0.0519,-10.74380165
600241.SH,ST时万,2020/12/31,-0.1,3.39,-2.84,30.2,1.78,0.402,2.48447205
600242.SH,ST中昌,2020/12/31,0.02,1.15,1.82,64.6,1.2,0.636,23.29317269
600243.SH,青海华鼎,2020/12/31,0.07,2.62,2.55,30.4,2.11,0.352,7.55395683
600246.SH,万通发展,2020/12/31,0.0252,3.47,0.685,34.3,3.64,0.113,-1.00430416
600248.SH,陕西建工,2020/12/31,0.899,3.8,30.3,90.5,1.07,1.34,-0.65359477
600249.SH,两面针,2020/12/31,0.106,3.87,2.76,17,4.97,0.261,11.81434599
600250.SH,南纺股份,2020/12/31,0.07,3.03,2.18,52.9,0.726,0.402,-9.4972067
600251.SH,冠农股份,2020/12/31,0.31,3.08,10.8,54.5,1.29,0.485,-5.85034014
600252.SH,中恒集团,2020/12/31,0.16,1.97,8.5,31.3,1.75,0.371,-9.44625407
600255.SH,鑫科材料,2020/12/31,0.03,0.667,5.52,54.6,1.11,0.74,25.54347826
600256.SH,广汇能源,2020/12/31,0.199,2.49,8.16,68.1,0.337,0.295,9.54063604
600257.SH,大湖股份,2020/12/31,0.0087,2.42,0.359,34,1.64,0.51,-18.08695652
600258.SH,首旅酒店,2020/12/31,-0.507,8.48,-5.73,48.1,0.482,0.313,28.41658812
600259.SH,广晟有色,2020/12/31,0.17,5.71,2.95,58.9,1.53,2.39,24.92542261
600260.SH,凯乐科技,2020/12/31,0.45,6.66,7.08,45.6,1.84,0.647,-20.09174312
600261.SH,阳光照明,2020/12/31,0.34,2.7,12.7,39.1,2.21,0.752,7.60869567
600262.SH,北方股份,2020/12/31,0.38,7.23,5.43,50.4,1.9,0.565,-4.43750003
600265.SH,*ST景谷,2020/12/31,-0.14,0.186,-58,93.1,0.923,0.157,-20.0418629
600266.SH,城建发展,2020/12/31,0.444,9.65,4.82,78.7,2.47,0.109,-2.55905512
600267.SH,海正药业,2020/12/31,0.43,6.92,6.44,60.4,0.698,0.537,-11.61524499
600268.SH,国电南自,2020/12/31,0.1,3.52,2.78,63.2,1.2,0.576,-4.68540831
600269.SH,赣粤高速,2020/12/31,0.23,6.81,3.33,49.8,1.21,0.144,4.67836259
600271.SH,航天信息,2020/12/31,0.56,6.56,8.44,34.5,2.15,0.923,0.55555561
600272.SH,开开实业,2020/12/31,0.06,2.12,2.65,50.1,1.86,0.731,-3.09859154
600273.SH,嘉化能源,2020/12/31,0.91,5.41,17.7,21.5,1.26,0.592,9.74025974
600275.SH,*ST昌鱼,2020/12/31,-0.062,0.0798,-36.4,66.5,0.559,0.139,11.24497992
600276.SH,恒瑞医药,2020/12/31,1.19,5.72,22.9,11.4,7.44,0.891,-17.37843172
600277.SH,亿利洁能,2020/12/31,0.19,5.72,3.34,47.6,0.968,0.364,3.67892977
600278.SH,东方创业,2020/12/31,0.35,8,4.8,57.7,1.43,3.05,-2.77456647
600279.SH,重庆港九,2020/12/31,0.07,4.65,1.62,45.8,1.47,0.408,-3.6553525
600280.SH,中央商场,2020/12/31,0.07,0.81,9.18,92.6,0.664,0.224,70.58823529
600281.SH,太化股份,2020/12/31,0.0809,1.02,8.22,38.3,1.22,0.431,-2.30179028
600282.SH,南钢股份,2020/12/31,0.555,3.86,14.1,49.6,1.08,1.16,24.03846156
600283.SH,钱江水利,2020/12/31,0.39,5.62,7.22,55.8,0.781,0.241,16.14173228
600284.SH,浦东建设,2020/12/31,0.458,6.63,7.08,60.2,1.46,0.538,0.49342105
600285.SH,羚锐制药,2020/12/31,0.573,4.07,14.4,32.8,1.8,0.688,4.1322314
600287.SH,江苏舜天,2020/12/31,0.373,6.01,6.66,52.5,1.5,0.785,-10.78904993
600288.SH,大恒科技,2020/12/31,0.13,3.88,3.43,41.4,1.8,0.673,9.50980387
600289.SH,ST信通,2020/12/31,-0.573,2.45,-31.8,40.1,2.04,0.21,-21.0989011
600290.SH,ST华仪,2020/12/31,0.04,1.55,2.93,72.2,0.929,0.182,37.07865169
600291.SH,*ST西水,2020/12/31,-8,1.72,-138,33.5,0,0.407,-46.7372134
600292.SH,远达环保,2020/12/31,0.03,6.49,0.518,42.5,1.23,0.393,6.73211782
600293.SH,三峡新材,2020/12/31,-1.78,1.6,-71.5,57.1,0.786,0.446,-23.1316726
600295.SH,鄂尔多斯,2020/12/31,1.07,9.55,11.6,61,0.733,0.486,52.87907863
600297.SH,广汇汽车,2020/12/31,0.19,4.9,3.85,67.9,1.17,1.1,-13.63636364
600298.SH,安琪酵母,2020/12/31,1.66,7.15,25.1,42.7,1.42,0.863,8.16526336
600299.SH,安迪苏,2020/12/31,0.5,5.2,9.74,25.1,1.81,0.571,21.02519548
600300.SH,ST维维,2020/12/31,0.27,1.78,16,55.1,1.07,0.636,-22.29299362
600301.SH,*ST南化,2020/12/31,0.04,1.41,2.77,10.9,12.5,1.88,-4.18535127
600302.SH,标准股份,2020/12/31,0.41,3.5,12.4,38.6,2.28,0.704,-3.28227572
600303.SH,曙光股份,2020/12/31,0.08,4.38,1.87,38.9,1.35,0.476,-19.55056179
600305.SH,恒顺醋业,2020/12/31,0.314,2.39,13.5,23,2.48,0.648,-13.91147244
600306.SH,*ST商城,2020/12/31,-0.84,-1.31,0,118,0.0494,0.14,20.46332046
600307.SH,酒钢宏兴,2020/12/31,0.0829,1.97,4.29,70.2,0.513,0.914,5.45454545
600308.SH,华泰股份,2020/12/31,0.6,7.47,8.23,40.6,1.03,0.861,17.56756755
600309.SH,万华化学,2020/12/31,3.2,15.5,22,61.4,0.595,0.637,15.99297016
600310.SH,桂东电力,2020/12/31,0.31,2.19,11.9,86.3,0.513,1.04,-0.43763676
600311.SH,ST荣华,2020/12/31,-0.631,0.313,-100,74,1.55,0.612,-10.84337349
600312.SH,平高电气,2020/12/31,0.0929,6.69,1.39,54.8,1.22,0.45,-4.48179272
600313.SH,农发种业,2020/12/31,0.025,1.36,1.86,34.9,2.19,1.14,-18.47457627
600315.SH,上海家化,2020/12/31,0.64,9.59,6.73,42.5,2.14,0.627,38.26662828
600316.SH,洪都航空,2020/12/31,0.185,7.13,2.63,47,1.95,0.56,-40.74204326
600318.SH,新力金融,2020/12/31,-0.02,2.43,-0.638,52.6,1.12,0.0895,-30.46875
600319.SH,*ST亚星,2020/12/31,-0.08,0.123,-49.7,98,0.0947,0.0304,-5.20231214
600320.SH,振华重工,2020/12/31,0.08,2.67,2.8,78.5,0.958,0.295,-5.33707865
600321.SH,正源股份,2020/12/31,-0.509,1.28,-33.1,55.7,5.09,0.185,-8.49056604
600322.SH,天房发展,2020/12/31,-2.28,1.93,-74.1,88.7,1.38,0.113,-14.52991453
600323.SH,瀚蓝环境,2020/12/31,1.38,9.75,15,67.2,0.476,0.325,7.53728332
600325.SH,华发股份,2020/12/31,1.16,6.98,14.3,80.3,1.88,0.183,-0.96618356
600326.SH,西藏天路,2020/12/31,0.49,4.64,10.9,47.4,1.86,0.591,11.53846154
600327.SH,大东方,2020/12/31,0.356,3.86,9.28,49.2,1.27,1.21,-2.89156627
600328.SH,中盐化工,2020/12/31,0.604,6.78,9.3,48,0.49,0.709,20.23988006
600329.SH,中新药业,2020/12/31,0.86,7.51,11.8,28.2,2.59,0.819,21.51826483
600330.SH,天通股份,2020/12/31,0.39,4.73,8.68,36.2,1.43,0.444,-16.99604742
600331.SH,宏达股份,2020/12/31,-1.11,0.0239,-192,97.9,0.359,0.654,-14.9321267
600332.SH,白云山,2020/12/31,1.79,16.1,11.6,52.8,1.62,1.06,-4.78632479
600333.SH,长春燃气,2020/12/31,0.03,3.49,0.777,61.4,0.3,0.28,-31.9124424
600335.SH,国机汽车,2020/12/31,0.29,7.23,4.14,67.6,1.31,1.26,5.23138833
600336.SH,澳柯玛,2020/12/31,0.4,2.86,14.4,66.3,1.29,0.98,-29.84924624
600337.SH,美克家居,2020/12/31,0.19,2.41,6.91,43.4,1.33,0.584,18.81838074
600338.SH,西藏珠峰,2020/12/31,0.03,2.29,1.26,46,0.389,0.285,3.98282403
600339.SH,中油工程,2020/12/31,0.153,4.41,3.54,76.8,1.23,0.709,17.5324675
600340.SH,华夏幸福,2020/12/31,0.97,15.8,6.54,81.3,1.54,0.214,-51.43078113
600343.SH,航天动力,2020/12/31,0.04,3.37,1.3,37.8,1.94,0.294,5.6352459
600345.SH,长江通信,2020/12/31,0.42,10.1,4.22,8.3,2.24,0.0827,-17.78029444
600346.SH,恒力石化,2020/12/31,1.92,6.66,32.3,75.4,0.607,0.834,4.86235249
600348.SH,华阳股份,2020/12/31,0.63,6.96,6.51,54.8,0.607,0.585,-9.80392158
600350.SH,山东高速,2020/12/31,0.4,5.87,6.41,60.9,0.699,0.131,1.94174757
600351.SH,亚宝药业,2020/12/31,0.14,3.61,3.93,29.8,1.57,0.625,-1.60642571
600352.SH,浙江龙盛,2020/12/31,1.31,8.52,16,46.6,2.08,0.289,6.31424379
600353.SH,旭光电子,2020/12/31,0.0991,2.09,4.75,24.2,3.09,0.513,-14.04805914
600354.SH,敦煌种业,2020/12/31,0.056,1.16,5.18,62.5,1.07,0.526,-9.40366972
600355.SH,精伦电子,2020/12/31,-0.07,0.527,-12.8,41.6,1.48,0.425,-12.79069767
